relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
67.76666666666667,useful literature,Tribology of polymer films and coatings,Vishal Chaudhary,2023,10.1016/b978-0-323-90748-4.00004-2,https://doi.org/10.1016/b978-0-323-90748-4.00004-2,crossref,Elsevier,"Tribology of Polymers, Polymer Composites, and Polymer Nanocomposites",book-chapter,True,polymer films,False
67.76666666666667,useful literature,"Optical, morphological, and thermal properties of polymer nanocomposite films and coatings",Nahid Hassanzadeh Nemati; Kimia Rezaei Moghadam; Negar Afra,2024,10.1016/b978-0-443-19139-8.00014-0,https://doi.org/10.1016/b978-0-443-19139-8.00014-0,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Polymer nanocomposite films and coatings for antimicrobial and antifungal applications,Himanshi Bansal; Surinder Singh; Aashima Sharma; Suresh Sundaramurthy; S.K. Mehta,2024,10.1016/b978-0-443-19139-8.00007-3,https://doi.org/10.1016/b978-0-443-19139-8.00007-3,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Polymer nanocomposite films and coatings in sensors and actuators,Krishna Manjari Sahu; Shuvendu Shuvankar Purohit; Swapnita Patra; Sarat K. Swain,2024,10.1016/b978-0-443-19139-8.00017-6,https://doi.org/10.1016/b978-0-443-19139-8.00017-6,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Stimuli-responsive polymer nanocomposite films and coatings,B.V.S. Praveen; Raj Kumar Verma; Appala Naidu Uttaravalli; Bhanu Radhika G.; Sai Narender Sakhamudi,2024,10.1016/b978-0-443-19139-8.00021-8,https://doi.org/10.1016/b978-0-443-19139-8.00021-8,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Polymer nanocomposite films and coatings in the textile industry,Mahmoud H. Abu Elella; Fatma Mohamed; Omayma F. Abdel Gawad; Heba M. Abdallah,2024,10.1016/b978-0-443-19139-8.00008-5,https://doi.org/10.1016/b978-0-443-19139-8.00008-5,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,"Environmental concern, health and safety aspects of polymer nanocomposite films and coatings",Himanshi Bansal; Suresh Sundaramurthy; Surinder Singh; S. Arisutha; Ramkishor Anant; S.K. Mehta,2024,10.1016/b978-0-443-19139-8.00011-5,https://doi.org/10.1016/b978-0-443-19139-8.00011-5,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Responsive polymer thin films,Wei Li; Jouha Min,2023,10.1002/pol.20230265,https://doi.org/10.1002/pol.20230265,crossref,Wiley,Journal of Polymer Science,journal-article,True,polymer films,False
67.76666666666667,useful literature,"Hydrophobic, oleophobic, and hydrophilic polymer nanocomposite films and coatings",A.G. Lekshmi; Akhila Raman; Asok Aparna; Hridya P. Kurup; B.S. Lekshmi; V.R. Aju; Appukuttan Saritha,2024,10.1016/b978-0-443-19139-8.00013-9,https://doi.org/10.1016/b978-0-443-19139-8.00013-9,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Porous polymer films with tunable refractive index,I. Lameri; D. Riccardi; S. Syed; G. Viscusi; A. Sassella; P. Rizzo,2025,10.1016/j.polymer.2025.128820,https://doi.org/10.1016/j.polymer.2025.128820,crossref,Elsevier BV,Polymer,journal-article,True,polymer films,False
67.76666666666667,useful literature,Two glass transitions in substrate-supported polymer ultrathin films: A molecular dynamics simulation,Jin Zhang; Hongzhu Ji; Jie Yang; Jianhua Huang,2024,10.1016/j.polymer.2024.127410,https://doi.org/10.1016/j.polymer.2024.127410,crossref,Elsevier BV,Polymer,journal-article,True,polymer films,False
67.76666666666667,useful literature,Processability of poly(amic acid) gel films,Jianhua Wang; Guofeng Tian; Shengli Qi; Dezhen Wu,2025,10.1016/j.polymer.2025.128414,https://doi.org/10.1016/j.polymer.2025.128414,crossref,Elsevier BV,Polymer,journal-article,True,polymer films,False
67.76666666666667,useful literature,Polymer nanocomposite films and coatings for anticorrosion and antiwear applications,N. Maruthi; Muhammad Faisal; Narasimha Raghavendra; B.P. Prasanna; K.R. Nandan; C.K. Madhusudhan; C.H. Abdul Kadar; S.R. Manohara; M. Revanasiddappa,2024,10.1016/b978-0-443-19139-8.00020-6,https://doi.org/10.1016/b978-0-443-19139-8.00020-6,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,False
67.76666666666667,useful literature,Towards improved performance of waterborne polymer dispersions through creation of dense ionic interparticle network within their films,Maialen Argaiz; Miren Aguirre; Radmila Tomovska,2023,10.1016/j.polymer.2022.125571,https://doi.org/10.1016/j.polymer.2022.125571,crossref,Elsevier BV,Polymer,journal-article,True,polymer films,False
67.76666666666667,useful literature,Hydrophobic deep eutectic solvents as plasticizers in low-density polyethylene films,Özgür Küçükçakır; Adnan Fatih Dağdelen,2025,10.1016/j.polymer.2025.128238,https://doi.org/10.1016/j.polymer.2025.128238,crossref,Elsevier BV,Polymer,journal-article,True,polymer films,False
67.76666666666667,useful literature,Optical and dielectric properties of polymer nanocomposite based on PVC matrix and Cu/Cu2O nanorods synthesized by gamma irradiation for energy storage applications,M.I.A. Abdel Maksoud; Mohamad Bekhit; A.L. Waly; A.S. Awed,2023,10.1016/j.physe.2023.115661,https://doi.org/10.1016/j.physe.2023.115661,crossref,Elsevier BV,Physica E: Low-dimensional Systems and Nanostructures,journal-article,True,2-dimensional polymer systems,False
67.76666666666667,useful literature,"Investigation of defect states, free volume, and interphase interactions in β-Ga2O3/CNT polymer nanocomposites",S.A. Ahmadova; Samir F. Samadov; G.B. Ibragimov; I.I. Vinogradov; A.A. Sidorin; D.M. Mirzayeva; B. Mauyey; S. Sakhabayeva; P. Th Le; Matlab N. Mirzayev,2026,10.1016/j.physe.2025.116450,https://doi.org/10.1016/j.physe.2025.116450,crossref,Elsevier BV,Physica E: Low-dimensional Systems and Nanostructures,journal-article,True,2-dimensional polymer systems,False
67.76666666666667,useful literature,Coherence in a low-dimensional system with high polarizability,YuN. Moiseev,2023,10.1016/j.physe.2022.115608,https://doi.org/10.1016/j.physe.2022.115608,crossref,Elsevier BV,Physica E: Low-dimensional Systems and Nanostructures,journal-article,True,2-dimensional polymer systems,False
67.76666666666667,useful literature,Role of nanofillers in thermoplastic–thermoplastic polymer blends,Sedat Kumartasli; Ozan Avinc,2024,10.1016/b978-0-323-88655-0.00015-x,https://doi.org/10.1016/b978-0-323-88655-0.00015-x,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Nanofillers in miscible polymer blends,Amos Adeniyi; Emmanuel Rotimi Sadiku; Maurice S. Onyango,2024,10.1016/b978-0-323-88655-0.00009-4,https://doi.org/10.1016/b978-0-323-88655-0.00009-4,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Role of nanofillers in thermoplastic elastomer polymer blends,Avinash P. Manian; Michael Cordin; Tung Pham,2024,10.1016/b978-0-323-88655-0.00012-4,https://doi.org/10.1016/b978-0-323-88655-0.00012-4,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, properties, and applications of fullerene-filled polymer blends",Rasidi Roslan; Mohd Hasbi Ab. Rahim,2024,10.1016/b978-0-323-88655-0.00007-0,https://doi.org/10.1016/b978-0-323-88655-0.00007-0,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Introduction: role of nanofillers in binary polymer blends,Sharika T. Nair; Soney C. George; Sabu Thomas,2024,10.1016/b978-0-323-88655-0.00018-5,https://doi.org/10.1016/b978-0-323-88655-0.00018-5,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, properties, and applications of metal oxide filled polymer blends",Osikemekha Anthony Anani; Inobeme Abel,2024,10.1016/b978-0-323-88655-0.00001-x,https://doi.org/10.1016/b978-0-323-88655-0.00001-x,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, properties, and applications of graphene-filled polymer blends",Ishaq Lugoloobi; Bita Farhadi; Syed Rashedul Islam,2024,10.1016/b978-0-323-88655-0.00002-1,https://doi.org/10.1016/b978-0-323-88655-0.00002-1,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, and applications of nanosilica and nanocalcium carbonate-filled polymer blends",Tannaz Karimi; Fatemeh Mottaghitalab; Mehdi Farokhi,2024,10.1016/b978-0-323-88655-0.00016-1,https://doi.org/10.1016/b978-0-323-88655-0.00016-1,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, properties, and applications of metal carbide-filled polymer blends",Oluwaseun A. Alo; Iyiola Olatunji Otunniyi; Adefemi Adeodu,2024,10.1016/b978-0-323-88655-0.00019-7,https://doi.org/10.1016/b978-0-323-88655-0.00019-7,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Polymer Processing Technology to Recycle Polymer Blends,Daniel C. Licea Saucedo; Rubén González Nuñez; Milton O. Vázquez Lepe; Denis Rodrigue,2023,10.1007/978-3-031-37046-5_7,https://doi.org/10.1007/978-3-031-37046-5_7,crossref,Springer International Publishing,Recycled Polymer Blends and Composites,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Theory, modeling simulation, and life cycle assessment of nanofilled polymer blends",Pratap Kalita; Anupam Sarma; Abdul Baquee Ahmed; Satyendra Deka,2024,10.1016/b978-0-323-88655-0.00011-2,https://doi.org/10.1016/b978-0-323-88655-0.00011-2,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Role of nanofillers in thermoset-based polymer blends,Carlo Santulli; Sivasubramanian Palanisamy; Mayandi Kalimuthu; Alavudeen Azeez; Rajini Nagarajan; Rajesh Shanmugavel,2024,10.1016/b978-0-323-88655-0.00017-3,https://doi.org/10.1016/b978-0-323-88655-0.00017-3,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Nanofillers in immiscible polymer blends,Souad Nekhlaoui; Hamid Essabir; Marya Raji; Mohammed Ouadi bensalah; Abou el kacem Qaiss; Rachid Bouhfid,2024,10.1016/b978-0-323-88655-0.00013-6,https://doi.org/10.1016/b978-0-323-88655-0.00013-6,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, properties, and applications of polyhedral oligomeric silsesquioxanes-filled polymer blends",M. Murariu; A.-V. Oancea; B.G. Rusu; M. Olaru,2024,10.1016/b978-0-323-88655-0.00004-5,https://doi.org/10.1016/b978-0-323-88655-0.00004-5,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Effect of hybrid nanofillers in polymer blends,Anthony Chidi Ezika; Gbolahan Joseph Adekoya; Emmanuel Rotimi Sadiku; Suprakas Sinha Ray; Yskandar Hamam,2024,10.1016/b978-0-323-88655-0.00014-8,https://doi.org/10.1016/b978-0-323-88655-0.00014-8,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,"Morphology, rheology, properties, and applications of nanocellulose and nanochitin-filled polymer blends",Saleheen Bano; Chhavi Sharma; Nikhil Rampatra; Asif Ali; Yuvraj Singh Negi,2024,10.1016/b978-0-323-88655-0.00010-0,https://doi.org/10.1016/b978-0-323-88655-0.00010-0,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Photoinduced Reversible Disentanglement-Entanglement Transition in partially miscible azobenzene polymer blends,Bocheng Shang; Wei Yu,2024,10.1016/j.polymer.2024.127357,https://doi.org/10.1016/j.polymer.2024.127357,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer blends,False
67.76666666666667,useful literature,Ultra-fast coarsening dynamics in late-stage spinodal decomposition of critical binary polymer mixtures,Hao Yu; Wei-Che Lin; Po-Da Hong,2025,10.1016/j.polymer.2025.128387,https://doi.org/10.1016/j.polymer.2025.128387,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
67.76666666666667,useful literature,Phantom chain simulations for fracture of polymer networks created from star polymer mixtures of different functionalities,Yuichi Masubuchi,2024,10.1038/s41428-023-00862-w,https://doi.org/10.1038/s41428-023-00862-w,crossref,Springer Science and Business Media LLC,Polymer Journal,journal-article,True,2-dimensional polymer mixtures,False
67.76666666666667,useful literature,A Monte Carlo study on molecular synergy facilitating crystallization in bimodal long alkane mixtures,Patcharaporn Teeranonmongkol; Visit Vao-soongnern,2026,10.1016/j.polymer.2026.130134,https://doi.org/10.1016/j.polymer.2026.130134,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
67.76666666666667,useful literature,Tailoring the morphology in partially and fully miscible mixtures of PEEK and PEI,Arthur Lassus; Daniel Therriault; Basil D. Favis; Nick Virgilio,2025,10.1016/j.polymer.2025.128315,https://doi.org/10.1016/j.polymer.2025.128315,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
67.76666666666667,useful literature,The unique dynamics of water and polymer in polyethylene imine–water mixtures across the glass transition,K.P Safna Hussan; Shiori Inoue; Yuka Arai; Kaito Sasaki; Rio Kita; Takeru Ito; Shin Yagihara; Naoki Shinyashiki,2025,10.1016/j.polymer.2025.128447,https://doi.org/10.1016/j.polymer.2025.128447,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
67.76666666666667,useful literature,Polymer co-crystallization from LLE: Crystallization kinetics of POCB hydrate from two-phase mixtures of POCB and water,Sudesna Banerjee; Michael Gresh-Sill; Emily F. Barker; Tara Y. Meyer; Sachin S. Velankar,2023,10.1016/j.polymer.2023.126087,https://doi.org/10.1016/j.polymer.2023.126087,crossref,Elsevier BV,Polymer,journal-article,True,2-dimensional polymer mixtures,False
67.76666666666667,useful literature,Revisiting Multiphase Coexistence in Symmetric Ternary Polymer Mixtures,Yu Xin; Yajing Wang; Pengfei Zhang,2026,10.1021/acs.macromol.6c00152,https://doi.org/10.1021/acs.macromol.6c00152,crossref,American Chemical Society (ACS),Macromolecules,journal-article,True,2-dimensional polymer mixtures,False
